product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
gioten - hct 320 / 12.5                                               ,labs. gefarca ind. farmaceutica perezespinosa,CAPLETA,2024-02-19,2014,10
amlodipina sued 10 mg,laboratorios sued,COMPRIMIDO,2024-08-12,2014,10
rosigerol  10,ibero farmacos s.r.l.,TABLETA,2024-02-11,2014,10
giglotril plus,wexford laboratories pvt. ltd.,TABLETA,2024-08-13,2014,10
cozaar,organon farmaceutica ltda.,TABLETA,2029-01-27,2014,15
doyle,laboratorios bonin,TABLETA,2024-09-25,2014,10
kombiglyze xr,astrazeneca pharmaceuticals lp,COMPRIMIDO,2024-09-02,2014,10
omeprazol alfa,laboratorios alfa,CAPSULA,2029-01-29,2014,15
trimetoprim & sulfametoxazol,lark laboratories ltd.,TABLETA,2024-01-16,2014,10
eurovag-3,ethical pharmaceutical,OVULO,2024-05-12,2014,10
naterisin a 80 / 5,laboratorios rowe,COMPRIMIDO,2024-01-27,2014,10
gynecotres,ethical pharmaceutical,OVULO,2024-05-12,2014,10
medrocort - 500,ancalima lifesciences ltd.,POLVO,2024-02-19,2014,10
cymatem,laboratorios cymacla,TABLETA,2024-05-16,2014,10
cymazol - cymacla,laboratorios cymacla,CAPLETA,2024-04-22,2014,10
inflavir,laboratorios magnachem internacional,TABLETA,2024-05-16,2014,10
cifonox uro                                                           ,ibero farmacos srl.,CAPLETA,2024-01-27,2014,10
kombiglyze xr,astrazeneca pharmaceuticals lp.,COMPRIMIDO,2029-09-02,2014,15
levocetirizina diclorhidrato,laboratorios saval s.a.,SOLUCION,2024-03-10,2014,10
mexana,industria farmaceutica del caribe sas.,POLVO,2024-02-18,2014,10
brimopress t,laboratorios poen s.a.u.,SOLUCION,2024-03-18,2014,10
dimezol,laboratorio innovacion quimica industrial,OVULO,2024-05-19,2014,10
naterisin h 80 / 12.5,laboratorios rowe,COMPRIMIDO,2024-01-20,2014,10
klaricid,abbott laboratories de mexico. s-a. de c. v,GRANULO,2024-08-11,2014,10
flutivent,laboratorio pablo cassara s.r.l.,SUSPENSION,2024-05-08,2014,10
xiletil 16 mg,dr. elizardo perez espinosa,COMPRIMIDO,2024-05-16,2014,10
glicomed,indufar c.i.s.a.,COMPRIMIDO,2024-06-25,2014,10
colplex,delhi pharma,SOLUCION,2024-03-18,2014,10
stivarga®,bayer ag,COMPRIMIDO,2024-11-20,2014,10
clindalaf,lafedar,CAPSULA,2024-12-15,2014,10
veslodat,laboratorios liconsa,COMPRIMIDO,2024-03-18,2014,10
levofloxacino 500mg,ver formula,CAPLETA,2024-03-18,2014,10
colassium,delhi pharma,SOLUCION,2024-03-18,2014,10
clopidogrel 75mg,ver formula,TABLETA,2024-03-18,2014,10
noradrenalina,troikaa pharmaceuticals ltd.,SOLUCION,2024-05-16,2014,10
glisulin© xr,merck sante s.a.s.,TABLETA,2024-06-27,2014,10
glisulin xr,merck sante s.a.s. / farmaquila s.a.,TABLETA,2024-06-27,2014,10
lenalidomida 25 mg,laboratorios ac farma s.a,CAPSULA,2024-02-28,2014,10
secnidazol + ketoconazol sued 300 mg + 200 mg,laboratorios sued,CAPLETA,2028-12-12,2014,14
zemplar,avara liscate pharmaceutica services,SOLUCION,2024-07-07,2014,10
pantecta,takeda gmbh,GRAGEA,2024-11-07,2014,10
gluconato de calcio,delhi pharma,SOLUCION,2024-03-18,2014,10
dilantin,pfizer pharmaceuticals llc,CAPSULA,2029-02-18,2014,15
clovart mm,artura pharmaceuticals,TABLETA,2024-11-04,2014,10
valchem d160/12.5,chemicals laboratories pharmaceuticals,COMPRIMIDO,2024-07-07,2014,10
aciclovir inmenol 5%,inmenol industrial laboratorios,CREMA,2029-03-18,2014,15
lepsia,laboratorios feltrex,CAPLETA,2024-07-07,2014,10
sophixin dx ungena,laboratorios sophia,UNGUENTO,2024-10-22,2014,10
cefixima 200 mg,laboratorios sued,POLVO,2024-07-31,2014,10
quritin,fynk pharmaceuticals industry (pvt) ltd,TABLETA,2024-11-20,2014,10
fixem forte,laboratorios sued,POLVO,2024-07-31,2014,10
buscalon,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-08-20,2014,10
valtax® max 160/5,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-07-07,2014,10
valtax® 160,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-07-07,2014,10
anfotericina b,flagship biotech international,POLVO,2024-10-22,2014,10
acido nalidixico inmenol 500 mg                                       ,inmenol industrial laboratorios s.r.l,CAPLETA,2024-09-08,2014,10
bisocardil,ethical pharmaceutical,COMPRIMIDO,2024-07-07,2014,10
proquidol,laboratorios proquimed,SUPOSITORIO,2024-12-15,2014,10
efexor xr,pfizer ireland pharmaceuticals,CAPSULA,2029-02-10,2014,15
lepsia,laboratorios feltrex,TABLETA,2024-09-09,2014,10
pomada de alcanfor contifarma,laboratorios continental farmaceutica,POMADA,2024-02-06,2014,10
colazithro,delhi pharma,POLVO,2024-08-04,2014,10
prespol-10,gefarca industria  farmaceutica perezespinosa,TABLETA,2024-05-16,2014,10
nistatina inmenol,inmenol industrial laboratorios,CREMA,2024-05-16,2014,10
escitalopram 20,laboratorios sued,COMPRIMIDO,2024-07-07,2014,10
escitalopram 10,laboratorios sued,COMPRIMIDO,2024-07-07,2014,10
es-citopram 20,laboratorios sued,COMPRIMIDO,2024-08-11,2014,10
lekarna,laboratorio internacional argentino s.a.,POLVO,2024-03-19,2014,10
metformina 850 mg,laboratorios genericos centroamericanos,CAPLETA,2024-05-16,2014,10
sildenafil inmenol 100 mg,inmenol industrial laboratorios,TABLETA,2024-05-16,2014,10
losartan 100 mg,generifar,TABLETA,2024-05-16,2014,10
taxotere,sanofi-aventis deutschland gmbh,SOLUCION,2024-12-01,2014,10
citicol-500,dr. elizardo perez espinosa,CAPLETA,2024-05-16,2014,10
diclofenaco,laboratorios sued,GEL,2024-10-23,2014,10
"frutadex suero de rehidratacion oral, sabor manzana",inversiones oridama,SOLUCION,2029-01-16,2014,15
xiletil 8 mg,dr. elizardo perez espinosa,COMPRIMIDO,2024-05-16,2014,10
"frutadex suero de rehidratacion oral, sabor naranja",inversiones oridama,SOLUCION,2024-01-16,2014,10
carveten 3.125 (linea corepharma),generifar,TABLETA,2024-03-18,2014,10
dermababy,ethical pharmaceutical,CREMA,2024-07-18,2014,10
bisocardil,ethical pharmaceutical,COMPRIMIDO,2024-07-07,2014,10
sales de rehidratacion oral,mirus pharma private limited; india,POLVO,2024-12-15,2014,10
colitese,u square lifescience pvt. ltd,JARABE,2024-05-19,2014,10
gynflu d,laboratorios franco colombiano lafrancol s.a.s.,TABLETA,2024-04-14,2014,10
taladro max,laboratorios ameripharma,TABLETA,2024-05-19,2014,10
emidrin,laboratorio del sur,ELIXIR,2028-01-16,2014,14
acetaminofen,laboratorios cymacla,SUPOSITORIO,2024-10-14,2014,10
fixtine,fynk pharmaceuticals industry (pvt) ltd,CAPSULA,2024-12-15,2014,10
mercilon,n. v. organon,TABLETA,2024-10-28,2014,10
diprogenta,schering-plough,CREMA,2024-08-11,2014,10
valsacor - d 160-12.5,laboratorio magnachem international,TABLETA,2024-05-19,2014,10
valsacor-d 160-25,laboratorio magnachem internacional s.r.l.,TABLETA,2024-05-19,2014,10
cefadr-inn,innovacion quimica industrial,POLVO,2024-05-16,2014,10
inlosep-a 8/5,ibero farmacos,TABLETA,2024-05-16,2014,10
acido zoledronico,laboratorios ima,POLVO,2024-12-13,2014,10
eurobisop,ethical pharmaceutical,COMPRIMIDO,2024-07-15,2014,10
ambroxol hcl 15 mg,jeil pharmaceuticals co. ltd.,SOLUCION,2024-10-14,2014,10
timosul-ancalima,ancalima lifesciences ltd.,SOLUCION,2024-03-18,2014,10
rosustar,lek pharmaceuticals d.d,TABLETA,2024-02-11,2014,10
invega,janssen-cilag manifacturing llc,TABLETA,2023-12-21,2014,9
"frutadex suero de rehidratacion oral, sabor chicle",inversiones oridama. s.a,SOLUCION,2023-12-20,2014,9
desencial,laboratorios rowe,COMPRIMIDO,2024-05-19,2014,10
clopibrit,laboratorios britania,TABLETA,2024-01-22,2014,10
flonin,laboratorios alfa,CAPSULA,2024-03-14,2014,10
atorvastatina  10                                                       ,laboratorios sued,COMPRIMIDO,2024-05-19,2014,10
emulsión kubier,laboratorios laprofar,EMULSION,2024-11-14,2014,10
dex-litos sabor piña,laboratorios alfa,SOLUCION,2024-07-18,2014,10
celecoxib,laboratorios la sante s.a.,CAPSULA,2024-07-15,2014,10
telx - 80                                                             ,dr. elizardo perez espinosa,CAPLETA,2024-07-07,2014,10
gioten-a 320/5                                                        ,labs. gefarca ind. farmaceutica perezespinosa,CAPLETA,2024-07-07,2014,10
ezsonil 40,laboratorios rowe,CAPSULA,2024-07-15,2014,10
dex-litos sabor coco,laboratorios alfa,SOLUCION,2024-11-14,2014,10
"cefadroxilo 250mg, ambroxol 15mg                                          ",laboratorios sued,POLVO,2024-07-18,2014,10
inhibex,industria farmaceutica del caribe,CAPSULA,2024-11-24,2014,10
ibone,laboratorios ameripharma,COMPRIMIDO,2023-12-13,2014,9
cefixima                                                              ,laboratorios sued,CAPSULA,2024-07-07,2014,10
zeterix 15,laboratorios roemmers,COMPRIMIDO,2024-03-19,2014,10
folitab,laboratorio san luis,JARABE,2024-01-20,2014,10
augmentin sr,glaxo wellcome production,TABLETA,2024-05-20,2014,10
suprofen fem                                                          ,laboratorios sued,CAPLETA,2024-05-16,2014,10
timacle,laboratorios cymacla,TABLETA,2024-02-11,2014,10
cunox 50 ui,medytox inc.,POLVO,2024-01-28,2014,10
solmidex                                                              ,vida laboratories[p] limited,POLVO,2024-05-16,2014,10
airtec fb 200,glenmark pharmaceuticals ltd.,SUSPENSION,2024-03-18,2014,10
fengil,laboratorios orbis s.a,POLVO,2024-01-22,2014,10
planifert,laboratorios leon farma,COMPRIMIDO,2024-09-25,2014,10
orbisclor,laboratorios orbis s.a,PASTA,2024-01-20,2014,10
xuniro,sanofi-aventis de colombia,COMPRIMIDO,2029-05-19,2014,15
carrier,laboratorios casasco s.a.i.c.,COMPRIMIDO,2024-01-15,2014,10
supress-p,laboratorios feltrex,TABLETA,2024-01-23,2014,10
glucosa,otsuka pharmaceuticals india,SOLUCION,2024-10-24,2014,10
sanalimp,laboratorio pasteur s. a,SOLUCION,2024-02-10,2014,10
liparon 10,acromax laboratorio quimico farmaceutico s.a.,COMPRIMIDO,2024-03-16,2014,10
nitazoxanida,laboratorios la sante,POLVO,2024-02-10,2014,10
tensiber,lek pharmaceutical d.d.,TABLETA,2024-04-14,2014,10
presolol a 10/10,laboratorios rowe,COMPRIMIDO,2023-11-08,2014,9
tensiber,lek pharmaceuticals d.d.,TABLETA,2024-04-14,2014,10
coropres 16,acromax laboratorio quimico farmaceutico s.a.,COMPRIMIDO,2024-05-16,2014,10
amlodipina 10 mg                                                           ,laboratorios sued,COMPRIMIDO,2024-08-12,2014,10
akatinol,rottendorf pharma gmbh,COMPRIMIDO,2024-09-23,2014,10
iberyl plus 300/10                                                    ,laboratorio de aplicaciones medicas,COMPRIMIDO,2024-10-22,2014,10
naterisin a 40 / 10,laboratorios rowe,COMPRIMIDO,2024-10-22,2014,10
olmesartan 40 mg + amlodipina  10 mg                                       ,laboratorios sued,COMPRIMIDO,2024-08-13,2014,10
ibersafel                                                             ,laboratorios feltrex s a,TABLETA,2024-10-15,2014,10
tensodox xr,laboratorios recalcine,COMPRIMIDO,2024-11-07,2014,10
ibersafel                                                             ,laboratorios feltrex s.a.,CAPL,2024-10-15,2014,10
levosulpiride                                                         ,laboratorios sued,SOLUCION,2024-09-19,2014,10
tigofar 50                                                            ,industria farmo quimicas srl,TABLETA,2024-09-18,2014,10
lisichem 20     ,chemicals laboratories pharmaceuticals,TABLETA,2024-09-09,2014,10
amiodarona                                                            ,laboratorios sued. s.r.l.,COMPRIMIDO,2024-08-19,2014,10
aciclovir inmenol 200 mg                                              ,inmenol industrial laboratorios s.r.l,TABLETA,2024-09-08,2014,10
venosan 500,ethical pharmaceutical,COMPRIMIDO,2024-08-11,2014,10
olmesartan 40 mg / amlodipina 5 mg                                        ,laboratorios sued srl,COMPRIMIDO,2024-08-13,2014,10
sinedol ultra                                                         ,laboratorios sued,CAPLETA,2024-10-24,2014,10
cardiber 300                                                      ,laboratorios sued & fargesa,CAPLETA,2024-08-11,2014,10
cardiber 150                                                ,laboratorios sued & fargesa,CAPLETA,2024-08-11,2014,10
meperidina,cristalia produtos quimicos farmaceuticos ltda,SOLUCION,2024-02-06,2014,10
naproxeno,laboratorios la sante s.a.,TABLETA,2024-03-18,2014,10
efectine d,unipharm,JARABE,2024-12-13,2014,10
dex-litos sabor piña                                                  ,laboratorios alfa,SOLUCION,2024-07-18,2014,10
alcohol isopropilico                                                  ,laboratorios del sur. s.r.l.,SOLUCION,2024-07-19,2014,10
caduet,pfizer manufacturing deutschland,TABLETA,2024-07-31,2014,10
caduet,pfizer manufacturing deutschland gmbh,TABLETA,2024-07-23,2014,10
fosamax plus,frosst iberica s.a,COMPRIMIDO,2025-02-19,2014,11
virexol,laboratorios laprofar,SUSPENSION,2024-10-28,2014,10
amlodipina 5 mg / benazepril 20 mg                                     ,laboratorios sued,CAPSULA,2024-12-13,2014,10
amlodipina 2.5 mg / benazepril 10 mg                                    ,laboratorios sued,CAPSULA,2024-12-13,2014,10
sutropil-1200                                                         ,micro labs limited,TABLETA,2024-07-31,2014,10
aminosidina                                                           ,laboratorios sued,CAPLETA,2024-11-04,2014,10
zimvastin 20 mg                                                       ,dr. elizardo perez espinosa. srl (elipesa),COMPRIMIDO,2024-10-28,2014,10
ramipril / hidroclorotiazida                                          ,laboratorios sued. s.r.l.,COMPRIMIDO,2024-08-11,2014,10
ramidex,laboratorios laprofar,CAPSULA,2024-10-03,2014,10
aciclovir 5%,laboratorios britania srl,CREMA,2024-03-18,2014,10
tetraciclina alfa,laboratorios alfa,CAPSULA,2024-03-14,2014,10
aprobrit - 75,laboratorios britania,CAPLETA,2024-02-11,2014,10
lansoprazol,baroque pharmaceuticals pvt. ltd.,CAPSULA,2024-03-19,2014,10
axopram arsal,laboratorios arsal,TABLETA,2024-07-11,2014,10
alutrin arsal,laboratorios arsal,TABLETA,2024-07-11,2014,10
flagenase 400,laboratorios liomont,CAPSULA,2023-12-04,2014,9
calacyma cymacla d,laboratorios cymacla,LOCION,2024-04-22,2014,10
calacyma cymacla,laboratorios cymacla,LOCION,2024-03-18,2014,10
enterogermina,opella healthcare italy,SUSPENSION,2024-08-08,2014,10
gemcitabina glenmark 1 g,glenmark generics s.a.,POLVO,2024-05-14,2014,10
topiramato normon                                                     ,laboratorios normon,COMPRIMIDO,2024-03-18,2014,10
bromuro de ipratropio,nephron pharmaceuticals corporation,SOLUCION,2024-04-07,2014,10
quetil cymacla,laboratorios cymacla,TABLETA,2024-03-19,2014,10
coropres a 16/10,laboratorios rowe,COMPRIMIDO,2024-04-07,2014,10
quetil cymacla,laboratorios cymacla srl,TABLETA,2024-03-19,2014,10
coropres ah 16 / 12.5  / 5,laboratorios rowe,COMPRIMIDO,2024-04-07,2014,10
atorvastatina  10,laboratorios sued,COMPRIMIDO,2024-05-19,2014,10
fusibact,adheshwar meditex pvt,GASA,2024-10-28,2014,10
serlift,sun pharmaceutical industries limited.,TABLETA,2024-04-14,2014,10
hidrocortisona,lark laboratories (ltd),CREMA,2024-01-23,2014,10
"frutadex suero de reidratacion oral, sabor piña",inversiones oridama,SOLUCION,2023-12-20,2014,9
belmalip 20,chemicals laboratories pharmaceuticals srl,COMPRIMIDO,2023-12-20,2014,9
co-trimoxazol,lark laboratories (ltd),SUSPENSION,2024-01-22,2014,10
amlodipina sued 5mg,laboratorios sued,COMPRIMIDO,2024-08-11,2014,10
isox,laboratorios senosiain,CAPSULA,2024-07-23,2014,10
ezsonil 20,laboratorios rowe,CAPSULA,2024-03-14,2014,10
inopherin,laboratorio innovacion quimica industrial,SUPOSITORIO,2023-12-16,2014,9
seroquel,astrazeneca pharmaceuticals lp,COMPRIMIDO,2023-12-17,2014,9
difenhidramina,inmenol industrial laboratorios s.r.l,JARABE,2024-12-06,2014,10
nifpin ap-30,chemicals laboratories pharmaceuticals,CAPSULA,2024-01-28,2014,10
cetirizina mallen,laboratorios  mallen,SOLUCION,2024-03-18,2014,10
tetralisal 300mg,laboratorios sophartex,CAPSULA,2023-12-12,2014,9
cerciorat,laboratorios leon farma s.a.,COMPRIMIDO,2024-10-14,2014,10
ketoconazol,laboratorios san luis,SHAMPOO,2024-03-18,2014,10
tadinisur,laboratorio del sur,JARABE,2024-01-20,2014,10
amlobrit-plus,laboratorios britania,TABLETA,2024-10-13,2014,10
celtium,laboratorios saval,COMPRIMIDO,2024-03-14,2014,10
muva,global farma,TABLETA,2024-03-18,2014,10
levofloxacina,baroque pharmaceuticals pvt ltd,TABLETA,2024-03-19,2014,10
gioten-hct 320/25,lab. gefarca industria farmaceutica perezespinosa,CAPLETA,2024-02-19,2014,10
blokeodol-sl 30,gefarca industria farmaceutica perezespinosa srl,TABLETA,2024-02-19,2014,10
neo-latan,lab. gefarca industria farmaceutica perezespinosa,SOLUCION,2024-10-01,2014,10
blokeodol-sl 10,gefarca industria farmaceutica perezespinosa srl,TABLETA,2024-02-19,2014,10
topiramato normon,laboratorios normon,COMPRIMIDO,2024-03-18,2014,10
topiramato normon 25 mg,laboratorios normon,COMPRIMIDO,2024-03-18,2014,10
irbesartan normon 300 mg,laboratorios normon,COMPRIMIDO,2024-03-18,2014,10
glimepirida 2mg tabletas,laboratorios la sante s.a,TABLETA,2024-05-16,2014,10
oxa uno bl                                                            ,roemmers,COMPRIMIDO,2024-05-12,2014,10
lisinopril 10 mg,laboratorios generifar s,TABLETA,2024-02-19,2014,10
bromhexina,laboratorios generifar s.a.,JARABE,2024-01-28,2014,10
lisinopril 20 mg,ver al dorso,TABLETA,2024-01-16,2014,10
acetaminofen  750                                                        ,laboratorios sued,CAPLETA,2024-05-16,2014,10
cifonox uro,ibero farmacos srl.,CAPLETA,2024-01-27,2014,10
finpal 150,ibero farmacos s.r.l,CAPSULA,2024-01-27,2014,10
diclofenaco sodico,laboratorios la sante s.a,CAPSULA,2024-08-11,2014,10
muvett,procaps,CAPSULA,2024-07-07,2014,10
alopurinol inmenol,inmenol industrial laboratorios,TABLETA,2024-09-19,2014,10
naterisin a 80 / 10,laboratorios rowe,COMPRIMIDO,2024-04-14,2014,10
diclofenac-50,jiangsu ruinian qianjin pharmaceutical co. ltd,TABLETA,2024-07-07,2014,10
colitese,u square lifescience pvt. ltd.,TABLETA,2024-05-16,2014,10
ribomustin,oncotec pharma produktion gmbh,POLVO,2024-03-14,2014,10
acetaminofen,jiangsu ruinian qianjin pharmaceutical co. ltd,TABLETA,2024-07-07,2014,10
ciprofibrato,laboratorios la sante s.a.,TABLETA,2024-07-11,2014,10
hemorrane,laboratorios vitoria,POMADA,2024-08-04,2014,10
diclofenac-100,jiangsu ruinian qianjin pharmaceutical co. ltd,TABLETA,2024-07-11,2014,10
defal faes farma 6 mg,faes farma,COMPRIMIDO,2024-08-18,2014,10
acicuend-c,ibero farmacos s.r.l.,CREMA,2024-01-23,2014,10
oxa uno bl,roemmers,COMPRIMIDO,2024-05-12,2014,10
gioten-hct 80/12.5,ver al dorso,TABLETA,2024-02-19,2014,10
fabrazyme,hospira,POLVO,2024-04-09,2014,10
naterisin h 40 / 12.5,laboratorios rowe,COMPRIMIDO,2024-04-14,2014,10
gioten-a 320/5,labs. gefarca ind. farmaceutica perezespinosa,CAPLETA,2024-07-07,2014,10
gioten - hct 320 / 12.5,labs. gefarca ind. farmaceutica perezespinosa,CAPLETA,2024-02-19,2014,10
gioten-hct 160/12.5,gefarca industria farmaceutica perezespinosa srl,TABLETA,2024-02-19,2014,10
|valtax® max 320/5,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-07-07,2014,10
eurobisop,ethical pharmaceutical,COMPRIMIDO,2024-07-07,2014,10
presar,laboratorios sued,COMPRIMIDO,2024-07-07,2014,10
vitamina c (sabor a tutti frutti),laboratorios la sante s.a,TABLETA,2024-09-19,2014,10
tacrolimus,sandoz private limited.,CAPSULA,2024-08-11,2014,10
exforge hct,siegfried barbera,COMPRIMIDO,2024-08-26,2014,10
enalapril sued 20 mg,laboratorios sued,COMPRIMIDO,2029-01-28,2014,15
diural,laboratorio quimico dominicano s.a.,SOLUCION,2024-10-27,2014,10
dimenhidrinato,laboratorio quimico dominicano,TABLETA,2024-12-13,2014,10
exforge hct,siegfried barbera,COMPRIMIDO,2024-08-26,2014,10
levomer,laboratorios ameripharma,CAPLETA,2024-12-15,2014,10
exforge hct,siegfried barbera,COMPRIMIDO,2024-08-25,2014,10
telx - 80,dr. elizardo perez espinosa,CAPLETA,2024-07-07,2014,10
solmidex,vida laboratories[p] limited,POLVO,2024-05-16,2014,10
exforge hct,siegfried barbera,COMPRIMIDO,2023-12-05,2014,9
onone,samarth life sciences pvt. ltd,SOLUCION,2024-11-17,2014,10
exforge hct,siegfried barbera,COMPRIMIDO,2024-08-26,2014,10
combiwave sf 125,glenmark pharmaceuticals ltd,SUSPENSION,2024-05-19,2014,10
soldent c,laboratorios antillanos edmar s. a. (laaned),COMPRIMIDO,2024-12-13,2014,10
aldrox,laboratorio laprofar,TABLETA,2024-11-12,2014,10
inhagen,laboratorios  mallen,SOLUCION,2024-12-13,2014,10
combiwave sf 50,glenmark pharmaceuticals limited,SUSPENSION,2024-05-19,2014,10
azitromicina,laboratorio innovacion quimica industrial,POLVO,2024-07-15,2014,10
melroi,camilo labs,TABLETA,2024-12-15,2014,10
janumet,patheon puerto rico,COMPRIMIDO,2024-11-24,2014,10
lergiaroi,camilo labs,TABLETA,2024-12-15,2014,10
ostapint,bag health care gmbh,SOLUCION,2024-09-18,2014,10
penfort 10,laboratorio magnachem international,TABLETA,2024-07-07,2014,10
recomulin g,biocon biologics limited,SOLUCION,2024-08-18,2014,10
travatan,sa  alcon-couvreur nv,SOLUCION,2028-12-17,2014,14
difenhidramina hcl,laboratorio quimico dominicano sa,JARABE,2024-10-14,2014,10
vitamina c (sabor a chicle),laboratorios la sante s.a.,TABLETA,2024-09-19,2014,10
vitamina c (sabor a mandarina),laboratorios la sante s.a.,TABLETA,2024-09-19,2014,10
meflox,industria farmaceutica del caribe sas,CAPLETA,2024-11-28,2014,10
buvacaina,laboratorios pisa,SOLUCION,2024-10-27,2014,10
fendramin sueño,laboratorio quimico dominicano,TABLETA,2024-10-14,2014,10
azbiot 1000,ibero farmacos,CAPLETA,2024-06-25,2014,10
loxadin 500,laboratorios genericos centroamericanos,CAPLETA,2024-05-19,2014,10
loratadina quidom,laboratorio quimico dominicano,JARABE,2024-09-24,2014,10
amoxicilina 500 mg,ibero farmacos,CAPSULA,2024-08-13,2014,10
amcort 30,farqui,TABLETA,2024-06-25,2014,10
viartax 500,laboratorio magnachem international s.r.l,CAPLETA,2024-06-27,2014,10
glucoprex 4,laboratorio magnachem international s.r.l,TABLETA,2024-07-07,2014,10
bye flu te antigripal,camilo labs,GRANULADO,2024-08-18,2014,10
poviral,pablo cassara s.r.l,POMADA,2024-08-26,2014,10
glucoprex 2,laboratorios magnachem international,TABLETA,2024-06-27,2014,10
glucoprex m 4-850,laboratorios magnachem international,CAPLETA,2024-06-27,2014,10
penfort 20,laboratorio magnachem international s.r.l.,TABLETA,2024-07-07,2014,10
lepsia,laboratorios feltrex,TABLETA,2028-06-25,2014,14
ampicilina inmenol 1000 mg,inmenol industrial laboratorios,CAPLETA,2024-08-12,2014,10
trofobol aglf,laboratorios ameripharma,CREMA,2024-11-17,2014,10
epocass,laboratorio pablo cassara s.r.l,SOLUCION,2024-07-18,2014,10
mefenac,laboratorios ameripharma,CAPLETA,2024-12-19,2014,10
clorfenamina maleato,laboratorio sanderson s.a,SOLUCION,2024-12-13,2014,10
quinofres,fresenius kabi mexico,SOLUCION,2024-10-13,2014,10
sterimar bebe,church & dwight uk ltd,SOLUCION,2024-07-18,2014,10
detrix,wexford laboratories pvt.,POLVO,2024-10-13,2014,10
pexabrel a h 320/10/12.5,laboratorios rowe s. r. l.,COMPRIMIDO,2024-06-27,2014,10
bloq max 5/5,laboratorios de aplicaciones medicas,COMPRIMIDO,2024-07-07,2014,10
medox-triple,novoswiss pharmaceuticals,SOLUCION,2024-09-19,2014,10
naproxeno sued 550 mg,laboratorios sued,CAPLETA,2028-01-28,2014,14
glivec,novartis pharma produktions gmbh,COMPRIMIDO,2024-12-01,2014,10
valdiber-a 160/10,ibero farmacos,TABLETA,2024-06-27,2014,10
aplac,ver al dorso,TABLETA,2024-10-14,2014,10
lanzoprazol ibero farmacos,ibero farmacos,CAPSULA,2024-12-10,2014,10
nistatina,laboratorio laprofar,SUSPENSION,2024-11-27,2014,10
metforal 500,menarini - von heyden gmbh,COMPRIMIDO,2024-01-20,2014,10
coropres a 16/5,laboratorios rowe,COMPRIMIDO,2024-04-07,2014,10
glemont ir 10,glenmark pharmaceuticals ltd,TABLETA,2024-05-16,2014,10
sertal compuesto forte,acromax laboratorio quimico farmaceutico s.a.,SOLUCION,2024-12-13,2014,10
vectocilina,laboratorios rowe,POLVO,2024-07-07,2014,10
coropres a 32 / 5,laboratorios rowe,COMPRIMIDO,2024-04-14,2014,10
topiramato normon 100mg,laboratorios normon,COMPRIMIDO,2024-07-15,2014,10
xolof nicolich,laboratorios saval,OFTALMICA,2024-07-15,2014,10
choragon,ferring gmbh,POLVO,2024-12-13,2014,10
levomer,laboratorios ameripharma,CAPLETA,2024-12-04,2014,10
eukene h 20 / 12.5,laboratorios rowe,COMPRIMIDO,2024-01-28,2014,10
anticlar,laboratorios casasco s.a.i.c.,GRANULADO,2024-01-16,2014,10
azitromicina sued 200 mg,laboratorios sued,POLVO,2029-06-25,2014,15
xalatan,pfizer manufacturing belgium,SOLUCION,2024-10-20,2014,10
irbesartan 150 mg if,ibero farmacos,TABLETA,2024-12-05,2014,10
valsacor-d 80-25,laboratorio magnachem international,TABLETA,2024-07-11,2014,10
bactroban,glaxosmithkline brasil ltda.,UNGUENTO,2024-05-19,2014,10
valdiber-h 160/ 12.5,ibero farmacos,TABLETA,2024-09-18,2014,10
novogrel,laboratorio magnachem international,TABLETA,2024-12-15,2014,10
ibersafel,laboratorios feltrex s a,TABLETA,2024-10-15,2014,10
candesar-a 16/5,laboratorios sued,COMPRIMIDO,2029-01-27,2014,15
lamoxi-a,ibero farmacos,POLVO,2024-09-09,2014,10
lamoxi 1000 mg,ibero farmacos s.r.l.,CAPLETA,2024-09-09,2014,10
lincocin,pharmacia & upjohn company,SOLUCION,2024-10-13,2014,10
tradolam-duo,ibero farmacos,TABLETA,2024-09-09,2014,10
ampicilina,north china pharmaceutical co.,CAPSULA,2024-11-20,2014,10
vitamina c (sabor naranja),laboratorios la sante s.a.,TABLETA,2024-09-19,2014,10
secnidazol + ketoconazol sued 500 mg + 400 mg,laboratorios sued,OVULO,2029-07-07,2014,15
colixal,laboratorio magnachem international s.r.l.,SOLUCION,2024-07-18,2014,10
isoniazida,kwality pharmaceuticals limited,TABLETA,2024-07-11,2014,10
ilacox,novoswiss pharmaceuticals,CAPSULA,2024-09-19,2014,10
benzbromarona 100 mg,laboratorios sued,COMPRIMIDO,2024-08-18,2014,10
iberterol,ibero farmacos,TABLETA,2024-12-10,2014,10
suviar,novoswiss pharmaceuticals,TABLETA,2024-12-13,2014,10
ramipril / hidroclorotiazida,laboratorios sued. s.r.l.,COMPRIMIDO,2024-08-11,2014,10
iberterol 300,ibero farmacos,TABLETA,2024-12-10,2014,10
iberterol 75,ibero farmacos,TABLETA,2024-12-10,2014,10
ixmu,ciron drugs & pharmaceuticals,SOLUCION,2029-01-27,2014,15
