product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
losacor d plus 100 / 10 / 25,laboratorios rowe,COMPRIMIDO,2025-07-09,2015,10
respilanex,laboratorios casasco s.a.i.c.,SUSPENSION,2025-09-20,2015,10
nalbufina gray,productos farmaceuticos dr. gray s.a.c.i.,SOLUCION,2025-06-22,2015,10
cecitro,ibero farmacos,TABLETA,2025-06-22,2015,10
venolex,laboratorios casasco s.a.i.c.,CAPSULA,2025-09-20,2015,10
bisoprolol-h 10 mg if,ibero farmacos,TABLETA,2025-09-23,2015,10
adempas®,bayer  ag,COMPRIMIDO,2025-12-21,2015,10
metronidazol quidom,laboratorio quimico dominicano,SUSPENSION,2025-06-12,2015,10
hidroxido de magnesio quidom,laboratorio quimico dominicano,SUSPENSION,2025-06-12,2015,10
atenolol quidom,laboratorio quimico dominicano,TABLETA,2025-06-12,2015,10
sulfato de efedrina,laboratorio biosano,SOLUCION,2025-09-09,2015,10
carvedilol 50 mg,laboratorio britania,TABLETA,2025-10-17,2015,10
irbesartan + hidroclorotiazida sued 300 mg + 25 mg,laboratorios sued,CAPLETA,2025-10-03,2015,10
irbesartan + hidroclorotiazida sued 300 mg + 12.5 mg,laboratorios sued,CAPLETA,2025-10-03,2015,10
irbesartan + hidroclorotiazida sued 150 mg + 12.5 mg,laboratorios sued,CAPLETA,2025-10-03,2015,10
euvagin,laboratorio san luis,POLVO,2025-08-24,2015,10
sulfato de efedrina,laboratorios sintesis,SOLUCION,2025-07-09,2015,10
glimepirida  mamey® 2 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-10-03,2015,10
araxil plus® 32/10,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-23,2015,10
lorazepam,laboratorios sintesis,SOLUCION,2025-08-19,2015,10
acido acetilsalicilico mamey 81 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-22,2015,10
varcoram 160/10 mg,procaps s.a.,CAPSULA,2025-10-03,2015,10
clonex cd,laboratorios saval,COMPRIMIDO,2025-07-31,2015,10
clonex cd,laboratorios saval,COMPRIMIDO,2025-09-20,2015,10
clonex cd,laboratorios saval,COMPRIMIDO,2025-09-09,2015,10
citicolina,laboratorios sintesis,SOLUCION,2025-07-09,2015,10
atenolol 50mg/nitrendipina 20mg/clortalidona 12.5mg,laboratorio britania,TABLETA,2025-10-18,2015,10
lanzep 5,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-20,2015,10
lodelip ah 160/5/25,laboratorios rowe,COMPRIMIDO,2020-01-09,2015,5
supertin,laboratorios sintesis,SOLUCION,2025-10-30,2015,10
supertin,laboratorios sintesis,SOLUCION,2025-10-30,2015,10
oplaxel - 300,therdose pharma pvt ltd,SOLUCION,2025-09-23,2015,10
oplaxel-100,therdose pharma pvt ltd,SOLUCION,2025-09-23,2015,10
ciploxin,ver al dorso,SOLUCION,2025-07-31,2015,10
klosara,ciron drugs & pharmaceuticals pvt. ltd.,TABLETA,2025-10-30,2015,10
irbesartan +  amlodipina sued 300 mg + 5 mg,laboratorios sued,CAPLETA,2025-09-09,2015,10
irbesartan  + amlodipina sued 300 mg + 10 mg,laboratorios sued,CAPLETA,2025-09-20,2015,10
ramipril alfa 5 mg,laboratorios alfa,TABLETA,2025-08-19,2015,10
flufen,laboratorios sintesis,SOLUCION,2025-06-26,2015,10
blotenol 25,chemicals laboratories pharmaceuticals,COMPRIMIDO,2025-09-20,2015,10
lopreroi - h,camilo labs,TABLETA,2025-09-20,2015,10
fastinex,industria farmaceutica del caribe,SOLUCION,2025-09-23,2015,10
tropicamida + fenilefrina,laboratorios sintesis,SOLUCION,2025-10-04,2015,10
carsipril ultra 20 / 5 / 12.5,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-09,2015,10
cardiber a 300 / 5,laboratorios sued,CAPLETA,2025-09-09,2015,10
irbesartán + amlodipina sued 150 mg + 5 mg,laboratorios sued,CAPLETA,2025-09-20,2015,10
enalapril + hidroclorotiazida sued 20 mg +12.5mg,laboratorios sued,COMPRIMIDO,2025-09-23,2015,10
nodalerg,laboratorio innovacion quimica industrial,TABLETA,2025-07-09,2015,10
iberdopa 20,ibero farmacos,CAPSULA,2025-09-23,2015,10
candebrit plus,laboratorio britania,TABLETA,2025-10-30,2015,10
pionorm -m30,micro labs limited,TABLETA,2025-08-17,2015,10
candebrit plus,laboratorio britania,TABLETA,2025-10-30,2015,10
cardiosartan - d,ethical pharmaceutical,COMPRIMIDO,2025-08-19,2015,10
ampliespam-c,ethical pharmaceutical,COMPRIMIDO,2025-08-19,2015,10
tramadol alfa 50 mg,laboratorios alfa,CAPSULA,2025-09-23,2015,10
espironolactona alfa 25 mg,laboratorios alfa,CAPLETA,2025-09-23,2015,10
irbesartan-150,lab. gefarca industria farmaceutica perezespinosa,TABLETA,2025-09-23,2015,10
broncetil,gefarca industria  farmaceutica perezespinosa,POLVO,2025-09-23,2015,10
losartan mamey 100 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
ramipril alfa 10 mg,laboratorios alfa,TABLETA,2025-08-19,2015,10
losartan + hidroclorotiazida mamey 50/12.5,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
azitromicina,laboratorio britania,POLVO,2025-10-30,2015,10
bisocardil,ethical pharmaceutical,COMPRIMIDO,2025-09-20,2015,10
eurobisop,ethical pharmaceutical,COMPRIMIDO,2025-09-20,2015,10
ramiza 100,laboratorio kemex,POLVO,2025-07-31,2015,10
clo-prim 5,laboratorios arsal,JARABE,2025-10-30,2015,10
bioheforte,laboratorios rangel,CAPSULA,2025-07-17,2015,10
sibudel 40,laboratorios generifar,CAPLETA,2025-05-26,2015,10
olmedos a 40/5,laboratorios rowe,COMPRIMIDO,2025-08-18,2015,10
lodelip 160,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
diclofenac potasico 100 mg,generifar,TABLETA,2025-05-26,2015,10
asendia gx,laboratorio magnachem international,CAPLETA,2025-09-09,2015,10
vapresan a h 160 / 25 / 10,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
tuscasol forte 10/5,laboratorios rowe,COMPRIMIDO,2025-07-14,2015,10
tuscasol forte 5/2.5,laboratorios rowe,COMPRIMIDO,2025-07-14,2015,10
ciploxin-d,ciron drugs & pharmaceuticals pvt. ltd,SOLUCION,2025-12-22,2015,10
nitrofurazona,ancalima lifesciences ltd,CREMA,2025-04-30,2015,10
rosuvastatina mamey 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
medrocort plus,ancalima lifesciences ltd,POLVO,2025-05-09,2015,10
vapresan a h 160 / 25 / 5,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
cefepime,vida laboratories [p] limited.,POLVO,2025-05-26,2015,10
candecross,laboratorio san luis,TABLETA,2025-09-23,2015,10
fremic,laboratorios rowe,COMPRIMIDO,2025-07-09,2015,10
"vitaminas b1, b6, b12 + ibuprofeno",camilo labs,TABLETA,2025-06-02,2015,10
bisoroi - h,camilo labs,TABLETA,2025-06-02,2015,10
vancomicina,ancalima lifesciences ltd,POLVO,2025-05-26,2015,10
triptil,laboratorios cymacla,TABLETA,2025-10-30,2015,10
acetaminofen mamey 500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
tinidon,laboratorio san luis,CAPLETA,2025-10-04,2015,10
lodelip 80,laboratorios rowe,COMPRIMIDO,2025-07-14,2015,10
olazin cymacla,laboratorios cymacla,TABLETA,2025-09-23,2015,10
acido acetilsalicilico,industria farmaceutica del caribe,TABLETA,2025-09-09,2015,10
"penysol 2,400,000 ui",laboratorios alfa,POLVO,2020-01-09,2015,5
valaxam,laboratorios saval,COMPRIMIDO,2025-06-14,2015,10
anacox,wexford laboratories pvt. ltd.,TABLETA,2025-01-30,2015,10
valaxam,laboratorios saval,COMPRIMIDO,2025-07-14,2015,10
ambroxol + clenbuterol,laboratorio britania,JARABE,2025-10-30,2015,10
nistatina,gefarca industria  farmaceutica perezespinosa,OVULO,2025-09-09,2015,10
espironolactona-100,gefarca industria farmaceutica perezespinosa,TABLETA,2025-08-19,2015,10
mediabet 1000mg,ibero farmacos,CAPLETA,2025-07-14,2015,10
ye-s 20,ibero farmacos,TABLETA,2025-07-09,2015,10
losartan mamey 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
claritromicina 250 mg/5ml,laboratorios britania,POLVO,2025-10-30,2015,10
risperidona 1 mg,laboratorios dr. collado,COMPRIMIDO,2025-11-14,2015,10
diclofenac  sued 100 mg,laboratorios sued,COMPRIMIDO,2025-12-22,2015,10
enalapril mamey 20 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-08-19,2015,10
amlobrit-diu 10,laboratorios britania,TABLETA,2025-09-23,2015,10
pexabrel a 5/80,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
pexabrel 160,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
varcoram 320 / 10 mg,procaps s.a.,CAPSULA,2025-10-30,2015,10
cataclofen-k,laboratorio britania,TABLETA,2025-09-23,2015,10
etoricoxib calox,calox de costa rica,TABLETA,2025-10-30,2015,10
olmedos  a 40/10,laboratorios rowe,COMPRIMIDO,2025-09-09,2015,10
olmedos a 20/5,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
olmedos a  20/10,laboratorios rowe,COMPRIMIDO,2025-08-19,2015,10
lipicol 10,laboratorios dr. collado,COMPRIMIDO,2025-10-18,2015,10
lipicol 20,laboratorios dr. collado,COMPRIMIDO,2025-10-18,2015,10
espironolactona alfa 100 mg,laboratorios alfa,CAPLETA,2025-09-20,2015,10
lopreroi - h,camilo labs,TABLETA,2025-09-21,2015,10
lopreroi,camilo labs,TABLETA,2025-09-21,2015,10
irbesartan  + amlodipina sued 150 mg  + 10 mg,laboratorios sued,CAPLETA,2025-09-20,2015,10
glucosa (dextrosa),laboratorio sanderson s.a.,SOLUCION,2025-07-27,2015,10
esomeprazol alfa 20 mg,laboratorios alfa,CAPSULA,2025-10-17,2015,10
riler 500,acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2020-01-14,2015,5
fembital,laboratorio quimico dominicano,JARABE,2025-04-21,2015,10
amplibiotic-xr,ethical pharmaceutical,COMPRIMIDO,2025-10-30,2015,10
colpoben,richam internacional,TABLETA,2025-11-14,2015,10
livran,ancalima lifesciences ltd,SOLUCION,2025-04-21,2015,10
epitriol 5,laboratorios rowe,COMPRIMIDO,2025-09-09,2015,10
candebrit plus,laboratorio britania,TABLETA,2025-10-30,2015,10
famodol,laboratorios alfa,COMPRIMIDO,2025-10-17,2015,10
victoza,novo nordisk a/s,SOLUCION,2025-07-27,2015,10
glipixor-4,medicamen biotech ltd,TABLETA,2025-06-02,2015,10
amapine l 10/20,medicamen biotech ltd,TABLETA,2025-06-02,2015,10
ampliespam,ethical pharmaceutical,SUSPENSION,2025-10-04,2015,10
lufcuren,laboratorios pisa,SOLUCION,2025-12-29,2015,10
cloisone,psicofarma,TABLETA,2025-07-31,2015,10
candesartan alfa 16 mg,laboratorios alfa,COMPRIMIDO,2025-10-17,2015,10
leskera m 5/10,ciron drugs & pharmaceuticals pvt. ltd,TABLETA,2025-06-02,2015,10
cardiber h 300/25,laboratorios sued,CAPLETA,2025-10-03,2015,10
acido fusidico 2 g + furoato de mometasona 0.05 g,laboratorios sued,CREMA,2025-09-23,2015,10
glucox xr 750,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-03-21,2015,10
acetaminofén mamey® 125 mg/5 ml jarabe,laboratorios de aplicaciones medicas,JARABE,2025-06-12,2015,10
atenolol + clortalidona mamey 100/25,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-02,2015,10
quetaxil® 200,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-06-22,2015,10
ambroxol,industria farmaceutica del caribe,TABLETA,2025-10-17,2015,10
vaxiduo,procaps,OVULO,2025-06-22,2015,10
alactin,procaps,TABLETA,2025-10-30,2015,10
safebul,lek pharmaceuticals d.d.,TABLETA,2025-10-17,2015,10
piperagel,laboratorios rangel,JARABE,2025-10-17,2015,10
dexametasona fosfato,vitalis s.a.c.i.,SOLUCION,2025-10-30,2015,10
natrafen plus,wexford laboratories pvt. ltd.,TABLETA,2025-10-17,2015,10
ramipril 5,laboratorios rowe,COMPRIMIDO,2025-10-17,2015,10
adempas,bayer  ag,COMPRIMIDO,2025-09-21,2015,10
adempas,bayer  ag,COMPRIMIDO,2025-09-21,2015,10
clomidol,laboratorios proquimed,OVULO,2025-08-08,2015,10
adempas,bayer  ag,COMPRIMIDO,2025-09-21,2015,10
pinavix duo,procaps s.a.,CAPSULA,2020-01-14,2015,5
adempas,bayer  ag,COMPRIMIDO,2025-09-21,2015,10
lamoxi 100 mg,ibero farmacos,POLVO,2025-06-12,2015,10
cefaclor 375 mg if,ibero farmacos,POLVO,2025-06-12,2015,10
acetaminofen lam 500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-10-30,2015,10
acetaminofen,wexford laboratories pvt. ltd.,SOLUCION,2025-07-14,2015,10
multilytos-m,laboratorios alfa,SOLUCION,2025-10-18,2015,10
losartán + hidroclorotiazida mamey 100/25,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
bisoprolol mamey 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-08-19,2015,10
sildenafil alfa 50 mg,laboratorios alfa,TABLETA,2025-10-30,2015,10
atenolol mamey 100 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
bisoprolol mamey 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-07-09,2015,10
compuesto vegetal sara rangel,laboratorios rangel,JARABE,2025-10-30,2015,10
eritromicina 250 mg/5ml,laboratorios britania,POLVO,2025-10-30,2015,10
levanol 500,msn laboratories private ltd,TABLETA,2025-06-02,2015,10
ciprofloxacina cymacla,laboratorios cymacla,CAPLETA,2025-08-19,2015,10
hidrocortisona alfa,laboratorios alfa,POLVO,2020-01-09,2015,5
araxil plus 16/5,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-09-23,2015,10
olazin cymacla,laboratorios cymacla,TABLETA,2025-09-09,2015,10
diclofenac sodico,vance & health pharmaceuticals pvt. ltd.,TABLETA,2025-12-22,2015,10
ramipril alfa 2.5 mg,laboratorios alfa,TABLETA,2025-08-19,2015,10
latimax- 5 mg,laboratorios alfa,COMPRIMIDO,2025-08-19,2015,10
ciprofloxacina cymacla,laboratorios cymacla,CAPLETA,2025-08-19,2015,10
ibuprofeno 400 mg,inmenol industrial laboratorios,CAPLETA,2025-10-03,2015,10
lodelip ah 160/10/12.5,laboratorios rowe,COMPRIMIDO,2020-01-09,2015,5
monium,wexford laboratories pvt. ltd.,POLVO,2025-05-26,2015,10
acetaminofen fresa jupin,laboratorios samed,JARABE,2025-05-25,2015,10
amapine l 5/20,medicamen biotech ltd.,TABLETA,2025-06-22,2015,10
tinimab 400,laboratorio varifarma s.a,TABLETA,2025-06-22,2015,10
glipixor-2,medicamen biotech ltd,TABLETA,2025-06-12,2015,10
dardex,medicamen biotech ltd.,TABLETA,2025-06-22,2015,10
politres forte,laboratorio magnachem international,CAPLETA,2025-07-31,2015,10
gentamicina 0.1 %,inmenol industrial laboratorios,CREMA,2025-10-03,2015,10
perio-clor,laboratorios dr. collado,GEL,2025-12-29,2015,10
clavel plus,laboratorios cymacla,OVULO,2025-12-22,2015,10
clavel,laboratorios cymacla,OVULO,2025-12-22,2015,10
sildenafilo normon 50 mg,laboratorios normon,COMPRIMIDO,2025-01-30,2015,10
nitazoxanida 100 mg / 5 ml,procaps,POLVO,2025-10-30,2015,10
voflacin,roemmers,COMPRIMIDO,2020-01-14,2015,5
haloperidol-5,lab. gefarca industria farmaceutica perezespinosa,TABLETA,2025-07-27,2015,10
acetaminofen,industria farmaceutica del caribe,JARABE,2025-12-15,2015,10
diltiazem,lab. gefarca industria farmaceutica perezespinosa,TABLETA,2025-07-27,2015,10
cardiber a 300/10,laboratorios sued,CAPLETA,2025-09-23,2015,10
celecoxib,inmenol industrial laboratorios,CAPSULA,2025-09-20,2015,10
paracetamol,inmenol industrial laboratorios,CAPLETA,2025-09-20,2015,10
cardiber a 150/10,laboratorios sued,CAPLETA,2025-09-09,2015,10
memantina 10,roemmers,COMPRIMIDO,2020-01-14,2015,5
ventox,laboratorio magnachem international,SOLUCION,2025-10-17,2015,10
tacilopram,laboratorios cymacla,TABLETA,2025-08-19,2015,10
difendra,laboratorios proquimed,JARABE,2025-10-04,2015,10
rusarte - 40,cardio tech pharmaceutical,TABLETA,2025-09-30,2015,10
blosar 100-10,cardio tech pharmaceutical,TABLETA,2025-10-30,2015,10
losartan alfa 50mg,laboratorios alfa,CAPLETA,2025-03-17,2015,10
lodelip a h 160 / 10 / 25,laboratorios rowe,COMPRIMIDO,2020-01-09,2015,5
ibersar-a 150/10,laboratorios sued,CAPLETA,2025-09-09,2015,10
ibersar-a 300/10,laboratorios sued,CAPLETA,2025-09-20,2015,10
ibersar-a 300/5,laboratorios sued,CAPLETA,2025-09-09,2015,10
latimax- d 10/12.5,laboratorios alfa,COMPRIMIDO,2025-08-18,2015,10
latimax- 2.5 mg,laboratorios alfa,COMPRIMIDO,2025-08-18,2015,10
pexabrel a h 10 /160 / 25,laboratorios rowe,COMPRIMIDO,2020-01-09,2015,5
presnife retard-30,cardiotech pharmaceutical,TABLETA,2025-07-09,2015,10
presnife retard-60,cardiotech pharmaceutical,TABLETA,2025-07-09,2015,10
rusarte-20,cardio tech pharmaceutical,TABLETA,2025-07-31,2015,10
dilox-6.25,cardio tech pharmaceutical,CAPLETA,2025-10-17,2015,10
propinoxato,laboratorios sued,SOLUCION,2025-10-17,2015,10
candebrit plus,laboratorio britania,TABLETA,2025-12-22,2015,10
metformina if 1000 mg,ibero farmacos,CAPLETA,2025-03-31,2015,10
propranolol alfa 40 mg,laboratorios alfa,TABLETA,2025-01-09,2015,10
senpress senarb d,camilo labs,TABLETA,2020-02-21,2015,5
acetaminofen - 500 mg,medico remedies pvt ltd,TABLETA,2020-02-21,2015,5
viamen,laboratorio farmaceutico roflos,TABLETA,2020-02-21,2015,5
corticas retard,laboratorios casasco s.a.i.c.,SUSPENSION,2020-02-21,2015,5
dobesilato de calcio,laboratorios sued,CAPSULA,2025-01-31,2015,10
vitadarkey,laboratorios ameripharma,CAPLETA,2020-02-21,2015,5
ceudal panalab,roemmers,COMPRIMIDO,2020-02-21,2015,5
meloxicam,laboratorios sued,COMPRIMIDO,2025-01-19,2015,10
olmesartan 20 mg,laboratorios sued,COMPRIMIDO,2025-01-30,2015,10
cetirizina,laboratorios sued,COMPRIMIDO,2025-01-31,2015,10
omeprazol alfa,laboratorios alfa,POLVO,2020-02-23,2015,5
maprix,laboratorios de aplicaciones medicas,CAPSULA,2020-03-02,2015,5
calopril-10,wexford laboratories pvt. ltd.,TABLETA,2025-12-29,2015,10
rofloba uro,laboratorio farmaceutico roflos,CAPLETA,2020-02-21,2015,5
oxidona 40 mg,procaps s.a.,TABLETA,2020-02-21,2015,5
fotinex,laboratorio internacional argentino s. a.,POLVO,2020-02-21,2015,5
fotinex,laboratorio internacional argentino s. a.,POLVO,2020-02-21,2015,5
aflazacort,laboratorios andromaco,COMPRIMIDO,2020-02-21,2015,5
dacnel,laboratorios andromaco,COMPRIMIDO,2020-02-21,2015,5
diosmina / hesperidina 500,laboratorios rowe,COMPRIMIDO,2020-02-21,2015,5
metformina clorhidrato 850 mg / glimepirida 2 mg,laboratorios rowe,COMPRIMIDO,2020-02-21,2015,5
ibersafel h,laboratorios feltrex,TABLETA,2025-09-23,2015,10
losartan,laboratorio farmaceutico roflos,TABLETA,2020-02-21,2015,5
neurocure,ibero farmacos,CAPSULA,2020-02-21,2015,5
neugeron s,armstrong laboratorios de mexico,SUSPENSION,2025-06-12,2015,10
dicloplex -maximo,laboratorios britania,CAPLETA,2025-10-18,2015,10
metformina clorhidrato 850 mg / glimepirida 4 mg,laboratorios rowe,COMPRIMIDO,2020-02-21,2015,5
rovartal 10,roemmers,COMPRIMIDO,2020-02-21,2015,5
senpress senarb a,camilo labs,TABLETA,2020-02-21,2015,5
presolol h 5 / 6.25,roemmers,COMPRIMIDO,2025-12-22,2015,10
elifer,laboratorios casasco s.a.i.c.,COMPRIMIDO,2025-03-21,2015,10
clidax 100,laboratorio magnachem international,OVULO,2020-03-21,2015,5
amval,laboratorio franco colombiano lafrancol s.a.s; colombia,TABLETA,2020-03-21,2015,5
fluvenil,laboratorios ameripharma,CAPSULA,2020-03-21,2015,5
ranisen,laboratorios senosiain,COMPRIMIDO,2020-03-21,2015,5
sildenafil citrato,delhi pharma,TABLETA,2020-03-21,2015,5
rosuvastatina 10,acromax laboratorio quimico farmaceutico s.a.,COMPRIMIDO,2025-12-29,2015,10
valscard-320,gefarca industria  farmaceutica perezespinosa,CAPLETA,2020-03-21,2015,5
quimeba 500,wexford laboratories pvt. ltd.,TABLETA,2020-03-21,2015,5
alprazolam normon,laboratorios normon,COMPRIMIDO,2020-03-21,2015,5
trumira s,labdhi pharmaceuticals,POLVO,2020-03-21,2015,5
oplaxel 30,laboratorio kemex s. a.; argentina,SOLUCION,2020-03-21,2015,5
oplaxel 150,laboratorio kemex s. a.; argentina,SOLUCION,2020-03-21,2015,5
efavirenz,emcure pharmaceuticals ltd.,TABLETA,2020-03-21,2015,5
losartan,inmenol industrial laboratorios,TABLETA,2020-03-21,2015,5
alprazolam genfar,sanofi -aventis de colombia s.a.,COMPRIMIDO,2020-03-21,2015,5
alprazolam normon,laboratorios normon,COMPRIMIDO,2020-03-21,2015,5
betahistina diclorhidrato 16 mg,laboratorios rowe,COMPRIMIDO,2020-02-21,2015,5
lodelip a h 160 / 5 / 12.5,laboratorios rowe,COMPRIMIDO,2020-03-05,2015,5
uxmal,laboratorios sued,CAPLETA,2020-03-17,2015,5
cloxidom,laboratorio quimico dominicano,OVULO,2025-12-22,2015,10
metoclopramida quidom,laboratorio quimico dominicano,TABLETA,2025-12-29,2015,10
sotera,samarth life sciences,POLVO,2020-03-17,2015,5
clopidogrel,laboratorio farmaceutico roflos,TABLETA,2020-03-17,2015,5
aminomux 90,instituto biologico contemporaneo s.a.,POLVO,2020-03-17,2015,5
ferromax,wexford laboratories pvt. ltd.,JARABE,2025-12-22,2015,10
neurodom,laboratorio quimico dominicano,SOLUCION,2025-12-22,2015,10
clopidogrel,laboratorio farmaceutico roflos,TABLETA,2020-03-17,2015,5
oxidona 10 mg,procaps s.a.,TABLETA,2020-03-17,2015,5
oxidona,procaps s.a.,TABLETA,2020-03-17,2015,5
truvera,cipla ltd.,CAPSULA,2025-10-30,2015,10
eurythmic,troikaa pharmaceuticals ltd.,SOLUCION,2020-03-17,2015,5
carvedilol,laboratorios la sante s. a.,TABLETA,2020-03-17,2015,5
isosorbida mononitrato 20 mg,laboratorios rowe,COMPRIMIDO,2024-12-22,2015,9
ceumid xr 500,roemmers,COMPRIMIDO,2020-02-21,2015,5
fenilpeldrin,laboratorios rowe,SOLUCION,2020-02-16,2015,5
"neurotropas alfa 5,000",laboratorios alfa,SOLUCION,2025-06-02,2015,10
amlodipina mamey® 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-05-26,2015,10
pirotòn®  fast 40,laboratorios de aplicaciones medicas,CAPSULA,2025-01-16,2015,10
pirotòn® fast 20,laboratorios de aplicaciones medicas,CAPSULA,2025-01-16,2015,10
adella,procaps s.a.,TABLETA,2020-01-31,2015,5
brosol compuesto,laboratorios rowe,SOLUCION,2020-01-31,2015,5
elcal d forte,laboratorios andromaco,CAPSULA,2020-01-31,2015,5
dorlamida t,atlas farmaceutica s.a.,SOLUCION,2020-01-31,2015,5
adella mini,procaps s.a.,TABLETA,2020-01-31,2015,5
liparon 10,roemmers,COMPRIMIDO,2020-01-31,2015,5
sutril,laboratorios sued,OVULO,2025-01-30,2015,10
candesartan lam 16 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-04-30,2015,10
candesartan lam 32 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2025-08-25,2015,10
jarit 100 mg,procaps s.a.,CAPSULA,2020-01-31,2015,5
pregabalina ethical,ethical pharmaceutical,COMPRIMIDO,2025-07-31,2015,10
pregabalina ethical,ethical pharmaceutical,COMPRIMIDO,2025-07-31,2015,10
keprom,laboratorio magnachem international,SOLUCION,2025-03-21,2015,10
cloruro de sodio panalab 0.9%,instituto biologico contemporaneo s.a.,SOLUCION,2020-01-31,2015,5
captopril,laboratorio franco colombiano lafrancol s.a.s,TABLETA,2020-01-31,2015,5
forchem 1000,chemicals laboratories pharmaceuticals,COMPRIMIDO,2020-01-31,2015,5
profaxim 200 mg,procaps s.a.,CAPSULA,2025-01-30,2015,10
losartan-100,laboratorio farmaceutico roflos,COMPRIMIDO,2020-01-31,2015,5
nebius 2.5,laboratorio magnachem international s.r.l.,TABLETA,2025-01-19,2015,10
yzon,laboratorios sued,COMPRIMIDO,2020-01-31,2015,5
nebius 5,laboratorio magnachem international,TABLETA,2025-01-19,2015,10
brondil balsamico,laboratorio magnachem international,SOLUCION,2025-01-27,2015,10
agomelatina,laboratorios recalcine,COMPRIMIDO,2020-01-31,2015,5
factor ag,laboratorios casasco s.a.i.c.,SOLUCION,2025-03-17,2015,10
uniblastin,united biotech (p) limited,SOLUCION,2020-02-11,2015,5
incotal,acromax laboratorio quimico farmaceutico s.a. ecuador,JARABE,2020-02-11,2015,5
vantus a 40,acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2020-02-11,2015,5
derinoe xr 500,roemmers,COMPRIMIDO,2020-02-11,2015,5
derinoe xr 750,roemmers,COMPRIMIDO,2020-02-11,2015,5
ferganic,roemmers,SOLUCION,2020-02-11,2015,5
derinoe xr 1000,roemmers,COMPRIMIDO,2020-02-11,2015,5
dolopal,dr. elizardo perez espinosa,SOLUCION,2020-02-11,2015,5
sulfato de morfina gray 1.0 mg / ml,productos farmaceuticos dr. gray s.a.c.i.,SOLUCION,2025-10-04,2015,10
valchem-d 320/ 25,chemicals laboratories pharmaceuticals,COMPRIMIDO,2020-02-11,2015,5
divalprex 250,gador s.a.,COMPRIMIDO,2025-12-22,2015,10
tensodox,laboratorios recalcine,COMPRIMIDO,2020-02-11,2015,5
gentamicina,shandong shenglu pharmaceutical co.,SOLUCION,2020-02-11,2015,5
furosemida alfa 20 mg / 2 ml,laboratorios alfa,SOLUCION,2025-05-26,2015,10
ambroxol alfa 15 mg / 2 ml,laboratorios alfa,SOLUCION,2025-06-02,2015,10
divalprex 500,gador,COMPRIMIDO,2025-12-30,2015,10
fada doxorrubicina,laboratorio internacional argentino s. a.,POLVO,2020-02-11,2015,5
tramadol alfa 50 mg / 1 ml,laboratorios alfa,SOLUCION,2025-10-30,2015,10
dolofor,unipharm,TABLETA,2025-01-31,2015,10
neostigmina gray,productos farmaceuticos dr. gray s.a.c.i.,SOLUCION,2025-10-03,2015,10
neurocure,ibero farmacos,CAPSULA,2020-02-11,2015,5
isis mini,procaps s.a.,TABLETA,2025-02-11,2015,10
senpress senarb plus,camilo labs,TABLETA,2020-02-11,2015,5
aldinam,laboratorios recalcine,COMPRIMIDO,2020-02-11,2015,5
fada fluorouracilo,laboratorio internacional argentino s. a.,SOLUCION,2020-02-11,2015,5
aldinam,laboratorios recalcine,COMPRIMIDO,2020-02-11,2015,5
aldinam,laboratorios recalcine,COMPRIMIDO,2020-02-11,2015,5
relcer,glenmark pharmaceuticals ltd,GEL,2020-02-11,2015,5
acido folico 5 mg,medico remedies pvt ltd,TABLETA,2020-02-11,2015,5
